Country,Subject,Measure,Year,Value
Finland,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2018,272368.874
Finland,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2019,283888.88800000004
Finland,GDP per head of population,"USD, current prices, current PPPs",1970,3392.2353450000005
Finland,GDP per head of population,"USD, current prices, current PPPs",1971,3643.4520820000002
Finland,GDP per head of population,"USD, current prices, current PPPs",1972,4070.2607759999996
Finland,GDP per head of population,"USD, current prices, current PPPs",1973,4567.549293
Finland,GDP per head of population,"USD, current prices, current PPPs",1974,5112.310595
Finland,GDP per head of population,"USD, current prices, current PPPs",1975,5662.040582
Finland,GDP per head of population,"USD, current prices, current PPPs",1976,5976.078253
Finland,GDP per head of population,"USD, current prices, current PPPs",1977,6344.8734939999995
Finland,GDP per head of population,"USD, current prices, current PPPs",1978,6969.441978
Finland,GDP per head of population,"USD, current prices, current PPPs",1979,8064.505425
Finland,GDP per head of population,"USD, current prices, current PPPs",1980,9238.137670999999
Finland,GDP per head of population,"USD, current prices, current PPPs",1981,10197.117292
Finland,GDP per head of population,"USD, current prices, current PPPs",1982,11097.169405
Finland,GDP per head of population,"USD, current prices, current PPPs",1983,11816.468553
Finland,GDP per head of population,"USD, current prices, current PPPs",1984,12567.714162999999
Finland,GDP per head of population,"USD, current prices, current PPPs",1985,13365.196645999999
Finland,GDP per head of population,"USD, current prices, current PPPs",1986,13959.3276
Finland,GDP per head of population,"USD, current prices, current PPPs",1987,14769.695666999998
Finland,GDP per head of population,"USD, current prices, current PPPs",1988,16036.226827
Finland,GDP per head of population,"USD, current prices, current PPPs",1989,17443.822416
Finland,GDP per head of population,"USD, current prices, current PPPs",1990,18132.762915
Finland,GDP per head of population,"USD, current prices, current PPPs",1991,17541.596027
Finland,GDP per head of population,"USD, current prices, current PPPs",1992,17248.134074
Finland,GDP per head of population,"USD, current prices, current PPPs",1993,17450.690036
Finland,GDP per head of population,"USD, current prices, current PPPs",1994,18444.857221000002
Finland,GDP per head of population,"USD, current prices, current PPPs",1995,19550.924468
Finland,GDP per head of population,"USD, current prices, current PPPs",1996,20051.806775
Finland,GDP per head of population,"USD, current prices, current PPPs",1997,21787.300868000002
Finland,GDP per head of population,"USD, current prices, current PPPs",1998,23576.494033000003
Finland,GDP per head of population,"USD, current prices, current PPPs",1999,24767.164069
Finland,GDP per head of population,"USD, current prices, current PPPs",2000,26794.795217
Finland,GDP per head of population,"USD, current prices, current PPPs",2001,27807.622976
Finland,GDP per head of population,"USD, current prices, current PPPs",2002,28605.12287
Finland,GDP per head of population,"USD, current prices, current PPPs",2003,29019.845387
Finland,GDP per head of population,"USD, current prices, current PPPs",2004,31173.294632999998
Finland,GDP per head of population,"USD, current prices, current PPPs",2005,32051.762832999997
Finland,GDP per head of population,"USD, current prices, current PPPs",2006,34413.345043
Finland,GDP per head of population,"USD, current prices, current PPPs",2007,37799.167659
Finland,GDP per head of population,"USD, current prices, current PPPs",2008,40083.701961
Finland,GDP per head of population,"USD, current prices, current PPPs",2009,38008.611699
Finland,GDP per head of population,"USD, current prices, current PPPs",2010,38982.168774
Finland,GDP per head of population,"USD, current prices, current PPPs",2011,40916.647366000005
Finland,GDP per head of population,"USD, current prices, current PPPs",2012,40872.854821
Finland,GDP per head of population,"USD, current prices, current PPPs",2013,41492.918367
Finland,GDP per head of population,"USD, current prices, current PPPs",2014,41749.864713999996
Finland,GDP per head of population,"USD, current prices, current PPPs",2015,42501.611532
Finland,GDP per head of population,"USD, current prices, current PPPs",2016,44929.949411
Finland,GDP per head of population,"USD, current prices, current PPPs",2017,47501.752477999995
Finland,GDP per head of population,"USD, current prices, current PPPs",2018,49376.178166000005
Finland,GDP per head of population,"USD, current prices, current PPPs",2019,51414.243697000005
Finland,GDP per hour worked,"USD, current prices, current PPPs",1970,3.5684620000000002
Finland,GDP per hour worked,"USD, current prices, current PPPs",1971,3.933378
Finland,GDP per hour worked,"USD, current prices, current PPPs",1972,4.4157470000000005
Finland,GDP per hour worked,"USD, current prices, current PPPs",1973,4.933428
Finland,GDP per hour worked,"USD, current prices, current PPPs",1974,5.547845
Finland,GDP per hour worked,"USD, current prices, current PPPs",1975,6.439703
Finland,GDP per hour worked,"USD, current prices, current PPPs",1976,6.891912
Finland,GDP per hour worked,"USD, current prices, current PPPs",1977,7.5029449999999995
Finland,GDP per hour worked,"USD, current prices, current PPPs",1978,8.319537
Finland,GDP per hour worked,"USD, current prices, current PPPs",1979,9.568809
Finland,GDP per hour worked,"USD, current prices, current PPPs",1980,10.801613
Finland,GDP per hour worked,"USD, current prices, current PPPs",1981,11.821806
Finland,GDP per hour worked,"USD, current prices, current PPPs",1982,12.909855
Finland,GDP per hour worked,"USD, current prices, current PPPs",1983,13.952649
Finland,GDP per hour worked,"USD, current prices, current PPPs",1984,14.905229
Finland,GDP per hour worked,"USD, current prices, current PPPs",1985,15.897104
Finland,GDP per hour worked,"USD, current prices, current PPPs",1986,16.881062
Finland,GDP per hour worked,"USD, current prices, current PPPs",1987,17.660472
Finland,GDP per hour worked,"USD, current prices, current PPPs",1988,19.122788
Finland,GDP per hour worked,"USD, current prices, current PPPs",1989,20.640567
Finland,GDP per hour worked,"USD, current prices, current PPPs",1990,21.920937
Finland,GDP per hour worked,"USD, current prices, current PPPs",1991,22.832041
Finland,GDP per hour worked,"USD, current prices, current PPPs",1992,24.191125
Finland,GDP per hour worked,"USD, current prices, current PPPs",1993,26.108275
Finland,GDP per hour worked,"USD, current prices, current PPPs",1994,27.839281
Finland,GDP per hour worked,"USD, current prices, current PPPs",1995,28.925112
Finland,GDP per hour worked,"USD, current prices, current PPPs",1996,29.303919
Finland,GDP per hour worked,"USD, current prices, current PPPs",1997,30.959615000000003
Finland,GDP per hour worked,"USD, current prices, current PPPs",1998,33.132343
Finland,GDP per hour worked,"USD, current prices, current PPPs",1999,34.182199
Finland,GDP per hour worked,"USD, current prices, current PPPs",2000,36.550008
Finland,GDP per hour worked,"USD, current prices, current PPPs",2001,37.757277
Finland,GDP per hour worked,"USD, current prices, current PPPs",2002,38.647546000000006
Finland,GDP per hour worked,"USD, current prices, current PPPs",2003,39.329276
Finland,GDP per hour worked,"USD, current prices, current PPPs",2004,42.122677
Finland,GDP per hour worked,"USD, current prices, current PPPs",2005,43.095925
Finland,GDP per hour worked,"USD, current prices, current PPPs",2006,45.733584
Finland,GDP per hour worked,"USD, current prices, current PPPs",2007,49.447599
Finland,GDP per hour worked,"USD, current prices, current PPPs",2008,51.660059999999994
Finland,GDP per hour worked,"USD, current prices, current PPPs",2009,51.172613
Finland,GDP per hour worked,"USD, current prices, current PPPs",2010,52.876000000000005
Finland,GDP per hour worked,"USD, current prices, current PPPs",2011,55.125496999999996
Finland,GDP per hour worked,"USD, current prices, current PPPs",2012,55.211472
Finland,GDP per hour worked,"USD, current prices, current PPPs",2013,57.029469999999996
Finland,GDP per hour worked,"USD, current prices, current PPPs",2014,57.955853000000005
Finland,GDP per hour worked,"USD, current prices, current PPPs",2015,59.35266899999999
Finland,GDP per hour worked,"USD, current prices, current PPPs",2016,62.630331999999996
Finland,GDP per hour worked,"USD, current prices, current PPPs",2017,65.936015
Finland,GDP per hour worked,"USD, current prices, current PPPs",2018,67.08674599999999
Finland,GDP per hour worked,"USD, current prices, current PPPs",2019,69.058003
Finland,GDP per person employed,"USD, current prices, current PPPs",1970,6844.309772
Finland,GDP per person employed,"USD, current prices, current PPPs",1971,7410.483314
Finland,GDP per person employed,"USD, current prices, current PPPs",1972,8253.031329000001
Finland,GDP per person employed,"USD, current prices, current PPPs",1973,9141.641598999999
Finland,GDP per person employed,"USD, current prices, current PPPs",1974,10252.418457
Finland,GDP per person employed,"USD, current prices, current PPPs",1975,11456.231615
Finland,GDP per person employed,"USD, current prices, current PPPs",1976,12240.03629
Finland,GDP per person employed,"USD, current prices, current PPPs",1977,13272.709565000001
Finland,GDP per person employed,"USD, current prices, current PPPs",1978,14758.858659
Finland,GDP per person employed,"USD, current prices, current PPPs",1979,16754.983884999998
Finland,GDP per person employed,"USD, current prices, current PPPs",1980,18708.393288
Finland,GDP per person employed,"USD, current prices, current PPPs",1981,20404.436802
Finland,GDP per person employed,"USD, current prices, current PPPs",1982,22192.040022
Finland,GDP per person employed,"USD, current prices, current PPPs",1983,23845.076674
Finland,GDP per person employed,"USD, current prices, current PPPs",1984,25413.41521
Finland,GDP per person employed,"USD, current prices, current PPPs",1985,27009.179239999998
