Country,Subject,Measure,Year,Unit,Value
South Africa,"GDP per person employed, constant prices",Annual growth/change,1988,Percentage,-0.486505
South Africa,"GDP per person employed, constant prices",Annual growth/change,1989,Percentage,-1.954884
South Africa,"GDP per person employed, constant prices",Annual growth/change,1990,Percentage,-4.326315
South Africa,"GDP per person employed, constant prices",Annual growth/change,1991,Percentage,-4.794218
South Africa,"GDP per person employed, constant prices",Annual growth/change,1992,Percentage,-3.638697
South Africa,"GDP per person employed, constant prices",Annual growth/change,1993,Percentage,-0.320601
South Africa,"GDP per person employed, constant prices",Annual growth/change,1994,Percentage,1.6495279999999999
South Africa,"GDP per person employed, constant prices",Annual growth/change,1995,Percentage,1.5328190000000002
South Africa,"GDP per person employed, constant prices",Annual growth/change,1996,Percentage,2.704425
South Africa,"GDP per person employed, constant prices",Annual growth/change,1997,Percentage,1.0700319999999999
South Africa,"GDP per person employed, constant prices",Annual growth/change,1998,Percentage,-1.026362
South Africa,"GDP per person employed, constant prices",Annual growth/change,1999,Percentage,0.803452
South Africa,"GDP per person employed, constant prices",Annual growth/change,2000,Percentage,2.729518
South Africa,"GDP per person employed, constant prices",Annual growth/change,2001,Percentage,6.280556
South Africa,"GDP per person employed, constant prices",Annual growth/change,2002,Percentage,4.633175
South Africa,"GDP per person employed, constant prices",Annual growth/change,2003,Percentage,4.279137
South Africa,"GDP per person employed, constant prices",Annual growth/change,2004,Percentage,2.5456529999999997
South Africa,"GDP per person employed, constant prices",Annual growth/change,2005,Percentage,-0.700562
South Africa,"GDP per person employed, constant prices",Annual growth/change,2006,Percentage,0.488696
South Africa,"GDP per person employed, constant prices",Annual growth/change,2007,Percentage,4.981391
South Africa,"GDP per person employed, constant prices",Annual growth/change,2008,Percentage,-4.7162120000000005
South Africa,"GDP per person employed, constant prices",Annual growth/change,2009,Percentage,1.174503
South Africa,"GDP per person employed, constant prices",Annual growth/change,2010,Percentage,6.072743
South Africa,"GDP per person employed, constant prices",Annual growth/change,2011,Percentage,1.213543
South Africa,"GDP per person employed, constant prices",Annual growth/change,2012,Percentage,-0.301001
South Africa,"GDP per person employed, constant prices",Annual growth/change,2013,Percentage,-0.553312
South Africa,"GDP per person employed, constant prices",Annual growth/change,2014,Percentage,-0.040315
South Africa,"GDP per person employed, constant prices",Annual growth/change,2015,Percentage,-2.627522
South Africa,"GDP per person employed, constant prices",Annual growth/change,2016,Percentage,0.146519
South Africa,"GDP per person employed, constant prices",Annual growth/change,2017,Percentage,-1.0210110000000001
South Africa,"GDP per person employed, constant prices",Annual growth/change,2018,Percentage,-0.595021
South Africa,"GDP per person employed, constant prices",Annual growth/change,2019,Percentage,0.41966499999999995
Mexico,"GDP per capita, constant prices",Annual growth/change,1971,Percentage,0.72
Mexico,"GDP per capita, constant prices",Annual growth/change,1972,Percentage,4.968208
Mexico,"GDP per capita, constant prices",Annual growth/change,1973,Percentage,4.905554
Mexico,"GDP per capita, constant prices",Annual growth/change,1974,Percentage,2.770486
Mexico,"GDP per capita, constant prices",Annual growth/change,1975,Percentage,2.387991
Mexico,"GDP per capita, constant prices",Annual growth/change,1976,Percentage,1.168801
Mexico,"GDP per capita, constant prices",Annual growth/change,1977,Percentage,0.466971
Mexico,"GDP per capita, constant prices",Annual growth/change,1978,Percentage,5.222809
Mexico,"GDP per capita, constant prices",Annual growth/change,1979,Percentage,6.136271
Mexico,"GDP per capita, constant prices",Annual growth/change,1980,Percentage,4.9988
Mexico,"GDP per capita, constant prices",Annual growth/change,1981,Percentage,6.279483
Mexico,"GDP per capita, constant prices",Annual growth/change,1982,Percentage,-2.964049
Mexico,"GDP per capita, constant prices",Annual growth/change,1983,Percentage,-6.435992
Mexico,"GDP per capita, constant prices",Annual growth/change,1984,Percentage,1.347409
Mexico,"GDP per capita, constant prices",Annual growth/change,1985,Percentage,0.599087
Mexico,"GDP per capita, constant prices",Annual growth/change,1986,Percentage,-5.722246
Mexico,"GDP per capita, constant prices",Annual growth/change,1987,Percentage,-0.185555
Mexico,"GDP per capita, constant prices",Annual growth/change,1988,Percentage,-0.768762
Mexico,"GDP per capita, constant prices",Annual growth/change,1989,Percentage,2.1657830000000002
Mexico,"GDP per capita, constant prices",Annual growth/change,1990,Percentage,3.046808
Mexico,"GDP per capita, constant prices",Annual growth/change,1991,Percentage,2.380773
Mexico,"GDP per capita, constant prices",Annual growth/change,1992,Percentage,1.901764
Mexico,"GDP per capita, constant prices",Annual growth/change,1993,Percentage,1.894349
Mexico,"GDP per capita, constant prices",Annual growth/change,1994,Percentage,3.3013589999999997
Mexico,"GDP per capita, constant prices",Annual growth/change,1995,Percentage,-7.714366
Mexico,"GDP per capita, constant prices",Annual growth/change,1996,Percentage,5.228628
Mexico,"GDP per capita, constant prices",Annual growth/change,1997,Percentage,5.3871269999999996
Mexico,"GDP per capita, constant prices",Annual growth/change,1998,Percentage,3.7971199999999996
Mexico,"GDP per capita, constant prices",Annual growth/change,1999,Percentage,1.495234
Mexico,"GDP per capita, constant prices",Annual growth/change,2000,Percentage,3.704729
Mexico,"GDP per capita, constant prices",Annual growth/change,2001,Percentage,-1.60006
Mexico,"GDP per capita, constant prices",Annual growth/change,2002,Percentage,-1.292512
Mexico,"GDP per capita, constant prices",Annual growth/change,2003,Percentage,0.185084
Mexico,"GDP per capita, constant prices",Annual growth/change,2004,Percentage,2.712212
Mexico,"GDP per capita, constant prices",Annual growth/change,2005,Percentage,1.305764
Mexico,"GDP per capita, constant prices",Annual growth/change,2006,Percentage,3.2922540000000002
Mexico,"GDP per capita, constant prices",Annual growth/change,2007,Percentage,1.020362
Mexico,"GDP per capita, constant prices",Annual growth/change,2008,Percentage,-0.219198
Mexico,"GDP per capita, constant prices",Annual growth/change,2009,Percentage,-6.596363
Mexico,"GDP per capita, constant prices",Annual growth/change,2010,Percentage,3.7815160000000003
Mexico,"GDP per capita, constant prices",Annual growth/change,2011,Percentage,2.410196
Mexico,"GDP per capita, constant prices",Annual growth/change,2012,Percentage,2.4239919999999997
Mexico,"GDP per capita, constant prices",Annual growth/change,2013,Percentage,0.201922
Mexico,"GDP per capita, constant prices",Annual growth/change,2014,Percentage,1.6683759999999999
Mexico,"GDP per capita, constant prices",Annual growth/change,2015,Percentage,2.180291
Mexico,"GDP per capita, constant prices",Annual growth/change,2016,Percentage,1.839448
Mexico,"GDP per capita, constant prices",Annual growth/change,2017,Percentage,1.0858450000000002
Mexico,"GDP per capita, constant prices",Annual growth/change,2018,Percentage,1.137404
Mexico,"GDP per capita, constant prices",Annual growth/change,2019,Percentage,-1.090384
Chile,Total employment (number of persons employed),Annual growth/change,1987,Percentage,3.7894129999999997
Chile,Total employment (number of persons employed),Annual growth/change,1988,Percentage,5.976597
Chile,Total employment (number of persons employed),Annual growth/change,1989,Percentage,5.345289
Chile,Total employment (number of persons employed),Annual growth/change,1990,Percentage,2.062384
Chile,Total employment (number of persons employed),Annual growth/change,1991,Percentage,1.732716
Chile,Total employment (number of persons employed),Annual growth/change,1992,Percentage,4.868998
Chile,Total employment (number of persons employed),Annual growth/change,1993,Percentage,5.862808
Chile,Total employment (number of persons employed),Annual growth/change,1994,Percentage,0.809238
Chile,Total employment (number of persons employed),Annual growth/change,1995,Percentage,1.1918870000000001
Chile,Total employment (number of persons employed),Annual growth/change,1996,Percentage,1.466669
Chile,Total employment (number of persons employed),Annual growth/change,1997,Percentage,2.220887
Chile,Total employment (number of persons employed),Annual growth/change,1998,Percentage,2.154027
Chile,Total employment (number of persons employed),Annual growth/change,1999,Percentage,-1.168758
Chile,Total employment (number of persons employed),Annual growth/change,2000,Percentage,1.7499630000000002
Chile,Total employment (number of persons employed),Annual growth/change,2001,Percentage,1.145592
Chile,Total employment (number of persons employed),Annual growth/change,2002,Percentage,1.83719
Chile,Total employment (number of persons employed),Annual growth/change,2003,Percentage,3.9154730000000004
Chile,Total employment (number of persons employed),Annual growth/change,2004,Percentage,2.5493919999999997
Chile,Total employment (number of persons employed),Annual growth/change,2005,Percentage,3.875689
Chile,Total employment (number of persons employed),Annual growth/change,2006,Percentage,1.7323979999999999
Chile,Total employment (number of persons employed),Annual growth/change,2007,Percentage,2.767329
Chile,Total employment (number of persons employed),Annual growth/change,2008,Percentage,2.893394
Chile,Total employment (number of persons employed),Annual growth/change,2009,Percentage,-0.655319
Chile,Total employment (number of persons employed),Annual growth/change,2010,Percentage,9.758255
Chile,Total employment (number of persons employed),Annual growth/change,2011,Percentage,4.999579
Chile,Total employment (number of persons employed),Annual growth/change,2012,Percentage,1.8525200000000002
Chile,Total employment (number of persons employed),Annual growth/change,2013,Percentage,2.104978
Chile,Total employment (number of persons employed),Annual growth/change,2014,Percentage,1.501341
Chile,Total employment (number of persons employed),Annual growth/change,2015,Percentage,1.576136
Chile,Total employment (number of persons employed),Annual growth/change,2016,Percentage,1.084581
Chile,Total employment (number of persons employed),Annual growth/change,2017,Percentage,1.9851150000000002
Chile,Total employment (number of persons employed),Annual growth/change,2018,Percentage,1.377105
Chile,Total employment (number of persons employed),Annual growth/change,2019,Percentage,6.9407570000000005
France,Labour utilisation (=hours worked per head of population),Annual growth/change,1971,Percentage,-0.617919
France,Labour utilisation (=hours worked per head of population),Annual growth/change,1972,Percentage,-2.939765
France,Labour utilisation (=hours worked per head of population),Annual growth/change,1973,Percentage,-0.26355300000000004
France,Labour utilisation (=hours worked per head of population),Annual growth/change,1974,Percentage,-1.404593
France,Labour utilisation (=hours worked per head of population),Annual growth/change,1975,Percentage,-2.588178
France,Labour utilisation (=hours worked per head of population),Annual growth/change,1976,Percentage,1.844931
France,Labour utilisation (=hours worked per head of population),Annual growth/change,1977,Percentage,-1.6178299999999999
